순번,이수구분,교과목명,캠퍼스구분,학점,강의시간/강의실,강의정보1,강의정보2,학부(과),영역구분
505,기초교양,생물학실험1,가좌캠퍼스,1.0,"수1,2[351-0311]","수1,2[351-0311]",,,자연
506,기초교양,생물학실험1,가좌캠퍼스,1.0,"수1,2[351-0404]","수1,2[351-0404]",,,자연
507,기초교양,생물학실험1,가좌캠퍼스,1.0,"수3,4[351-0311]","수3,4[351-0311]",,,자연
508,기초교양,생물학실험1,가좌캠퍼스,1.0,"수3,4[351-0404]","수3,4[351-0404]",,,자연
509,기초교양,생물학실험1,가좌캠퍼스,1.0,"수6,7[351-0311]","수6,7[351-0311]",,,자연
510,기초교양,생물학실험1,가좌캠퍼스,1.0,"수6,7[351-0404]","수6,7[351-0404]",,,자연
511,기초교양,생물학실험1,가좌캠퍼스,1.0,"월6,7[351-0311]","월6,7[351-0311]",,,자연
512,기초교양,생물학실험1,가좌캠퍼스,1.0,"월6,7[351-0404]","월6,7[351-0404]",,,자연
513,기초교양,생물학실험1,가좌캠퍼스,1.0,"월3,4[351-0311]","월3,4[351-0311]",,,자연
514,기초교양,생물학실험1,가좌캠퍼스,1.0,"월3,4[351-0404]","월3,4[351-0404]",,,자연
515,기초교양,생물학실험1,가좌캠퍼스,1.0,"화1,2[351-0311]","화1,2[351-0311]",,,자연
516,기초교양,생물학실험1,가좌캠퍼스,1.0,"화1,2[351-0404]","화1,2[351-0404]",,,자연
517,기초교양,생물학실험1,가좌캠퍼스,1.0,"화3,4[351-0311]","화3,4[351-0311]",,,자연
518,기초교양,생물학실험1,가좌캠퍼스,1.0,"화3,4[351-0404]","화3,4[351-0404]",,,자연
519,기초교양,생물학실험1,가좌캠퍼스,1.0,"목6,7[351-0404]","목6,7[351-0404]",,,자연
520,기초교양,생물학실험1,가좌캠퍼스,1.0,"목3,4[351-0311]","목3,4[351-0311]",,,자연
521,기초교양,생물학실험1,가좌캠퍼스,1.0,"목3,4[351-0404]","목3,4[351-0404]",,,자연
522,기초교양,수학1,가좌캠퍼스,3.0,"화5[354-0410],목6,7[354-0410]",화5[354-0410],"목6,7[354-0410]",,자연
523,기초교양,수학1,가좌캠퍼스,3.0,"화5[301-0233],목6,7[301-0233]",화5[301-0233],"목6,7[301-0233]",,자연
524,기초교양,수학1,가좌캠퍼스,3.0,"월5[024-0271],수6,7[024-0271]",월5[024-0271],"수6,7[024-0271]",,자연
525,기초교양,수학1,가좌캠퍼스,3.0,"수5[354-0504],금6,7[354-0504]",수5[354-0504],"금6,7[354-0504]",,자연
526,기초교양,수학1,가좌캠퍼스,3.0,"월5[024-0173],수6,7[024-0173]",월5[024-0173],"수6,7[024-0173]",,자연
527,기초교양,수학1,가좌캠퍼스,3.0,"월5[024-0275],수6,7[024-0275]",월5[024-0275],"수6,7[024-0275]",,자연
528,기초교양,수학1,가좌캠퍼스,3.0,"수5[024-0156],금6,7[024-0156]",수5[024-0156],"금6,7[024-0156]",,자연
529,기초교양,수학1,가좌캠퍼스,3.0,"수5[024-0158],금6,7[024-0158]",수5[024-0158],"금6,7[024-0158]",,자연
530,기초교양,수학1,가좌캠퍼스,3.0,"화3[024-0156],금1,2[024-0156]",화3[024-0156],"금1,2[024-0156]",,자연
531,기초교양,수학1,가좌캠퍼스,3.0,"월6,7[024-0271],목5[024-0271]","월6,7[024-0271]",목5[024-0271],,자연
532,기초교양,수학1,가좌캠퍼스,3.0,"화3[024-0227],금1,2[024-0227]",화3[024-0227],"금1,2[024-0227]",,자연
533,기초교양,수학1,가좌캠퍼스,3.0,"월1,2[024-0171],수3[024-0171]","월1,2[024-0171]",수3[024-0171],,자연
534,기초교양,수학1,가좌캠퍼스,3.0,"월5[024-0260],수6,7[024-0260]",월5[024-0260],"수6,7[024-0260]",,자연
535,기초교양,수학1,가좌캠퍼스,3.0,"월1,2[024-0260],수3[024-0260]","월1,2[024-0260]",수3[024-0260],,자연
536,기초교양,수학1,가좌캠퍼스,3.0,"월8,9[024-0273],목8[024-0273]","월8,9[024-0273]",목8[024-0273],,자연
537,기초교양,수학1,가좌캠퍼스,3.0,"월8,9[024-0271],목8[024-0271]","월8,9[024-0271]",목8[024-0271],,자연
538,기초교양,수학1,가좌캠퍼스,3.0,"월4[024-0273],수6,7[024-0273]",월4[024-0273],"수6,7[024-0273]",,자연
539,기초교양,수학1,가좌캠퍼스,3.0,"월5[024-0171],수6,7[024-0171]",월5[024-0171],"수6,7[024-0171]",,자연
540,기초교양,수학1,가좌캠퍼스,3.0,"월5[459-0310],수6,7[459-0310]",월5[459-0310],"수6,7[459-0310]",,자연
541,기초교양,수학1,가좌캠퍼스,3.0,"화1,2[024-0271],목3[024-0271]","화1,2[024-0271]",목3[024-0271],,자연
543,기초교양,수학1,가좌캠퍼스,3.0,"금1,2,3[601-0220]","금1,2,3[601-0220]",,,자연
546,기초교양,수학1,가좌캠퍼스,3.0,"화3[024-0271],금1,2[024-0271]",화3[024-0271],"금1,2[024-0271]",,자연
547,기초교양,수학1,가좌캠퍼스,3.0,"화5[354-0120],목6,7[354-0120]",화5[354-0120],"목6,7[354-0120]",,자연
548,기초교양,수학2,가좌캠퍼스,3.0,"화1,2[024-0225],금3[024-0225]","화1,2[024-0225]",금3[024-0225],,자연
549,기초교양,일반화학,가좌캠퍼스,3.0,"월3[352-0111],목1,2[352-0111]",월3[352-0111],"목1,2[352-0111]",,자연
550,기초교양,일반화학,가좌캠퍼스,3.0,"화3[459-0310],금1,2[459-0310]",화3[459-0310],"금1,2[459-0310]",,자연
551,기초교양,일반화학,가좌캠퍼스,3.0,"월5[459-0101],수6,7[459-0101]",월5[459-0101],"수6,7[459-0101]",,자연
552,기초교양,일반화학,가좌캠퍼스,3.0,"화1,2[459-0101],목3[459-0101]","화1,2[459-0101]",목3[459-0101],,자연
553,기초교양,일반화학,가좌캠퍼스,3.0,"월1,2[024-0230],수3[024-0230]","월1,2[024-0230]",수3[024-0230],,자연
554,기초교양,일반화학,가좌캠퍼스,3.0,"금1,2,3[405-0105]","금1,2,3[405-0105]",,,자연
555,기초교양,일반화학,가좌캠퍼스,3.0,"금5,6,7[405-0105]","금5,6,7[405-0105]",,,자연
556,기초교양,일반화학,가좌캠퍼스,3.0,"수4[024-0256],금4,5[024-0256]",수4[024-0256],"금4,5[024-0256]",,자연
557,기초교양,일반화학,가좌캠퍼스,3.0,"수5[024-0256],금6,7[024-0256]",수5[024-0256],"금6,7[024-0256]",,자연
558,기초교양,지구과학,가좌캠퍼스,3.0,"월6,7[354-0504],목5[354-0504]","월6,7[354-0504]",목5[354-0504],,자연
559,기초교양,지구과학,가좌캠퍼스,3.0,"월8,9[354-0504],목8[354-0504]","월8,9[354-0504]",목8[354-0504],,자연
560,기초교양,지구과학실험,가좌캠퍼스,1.0,"화6,7[354-0222]","화6,7[354-0222]",,,자연
561,기초교양,지구과학실험,가좌캠퍼스,1.0,"화8,9[354-0222]","화8,9[354-0222]",,,자연
562,기초교양,컴퓨터프로그래밍,가좌캠퍼스,3.0,"월3[102-0204],목1,2[102-0204]",월3[102-0204],"목1,2[102-0204]",,자연
563,기초교양,컴퓨터프로그래밍,가좌캠퍼스,3.0,"화3[451-0210],금1,2[451-0210]",화3[451-0210],"금1,2[451-0210]",,자연
564,기초교양,컴퓨터프로그래밍,가좌캠퍼스,3.0,"월5[451-0210],수6,7[451-0210]",월5[451-0210],"수6,7[451-0210]",,자연
565,기초교양,컴퓨터프로그래밍,가좌캠퍼스,3.0,"월6,7[451-0210],목5[451-0210]","월6,7[451-0210]",목5[451-0210],,자연
566,기초교양,컴퓨터프로그래밍,가좌캠퍼스,3.0,"월1,2[451-0210],수3[451-0210]","월1,2[451-0210]",수3[451-0210],,자연
567,기초교양,화학1,가좌캠퍼스,3.0,"화5[352-0428],목6,7[352-0428]",화5[352-0428],"목6,7[352-0428]",,자연
568,기초교양,화학1,가좌캠퍼스,3.0,"월5[352-0111],수6,7[352-0111]",월5[352-0111],"수6,7[352-0111]",,자연
569,기초교양,화학1,가좌캠퍼스,3.0,"월5[024-0241],수6,7[024-0241]",월5[024-0241],"수6,7[024-0241]",,자연
570,기초교양,화학1,가좌캠퍼스,3.0,"화5[024-0256],목6,7[024-0256]",화5[024-0256],"목6,7[024-0256]",,자연
571,기초교양,화학1,가좌캠퍼스,3.0,"수5[024-0273],금6,7[024-0273]",수5[024-0273],"금6,7[024-0273]",,자연
572,기초교양,화학1,가좌캠퍼스,3.0,"화5[024-0275],목6,7[024-0275]",화5[024-0275],"목6,7[024-0275]",,자연
573,기초교양,화학1,가좌캠퍼스,3.0,"수4[459-0310],금4,5[459-0310]",수4[459-0310],"금4,5[459-0310]",,자연
574,기초교양,화학1,가좌캠퍼스,3.0,"화1,2[459-0310],목3[459-0310]","화1,2[459-0310]",목3[459-0310],,자연
575,기초교양,화학1,가좌캠퍼스,3.0,"월8,9[501-B102],목8[501-B102]","월8,9[501-B102]",목8[501-B102],,자연
576,기초교양,화학1,가좌캠퍼스,3.0,"월3[024-0227],목1,2[024-0227]",월3[024-0227],"목1,2[024-0227]",,자연
578,기초교양,화학실험1,가좌캠퍼스,1.0,"월1,2[352-0343]","월1,2[352-0343]",,,자연
579,기초교양,화학실험1,가좌캠퍼스,1.0,"월3,4[352-0343]","월3,4[352-0343]",,,자연
580,기초교양,화학실험1,가좌캠퍼스,1.0,"금1,2[352-0343]","금1,2[352-0343]",,,자연
581,기초교양,화학실험1,가좌캠퍼스,1.0,"금1,2[352-0436]","금1,2[352-0436]",,,자연
582,기초교양,화학실험1,가좌캠퍼스,1.0,"금6,7[352-0343]","금6,7[352-0343]",,,자연
583,기초교양,화학실험1,가좌캠퍼스,1.0,"월1,2[352-0436]","월1,2[352-0436]",,,자연
584,기초교양,화학실험1,가좌캠퍼스,1.0,"목3,4[352-0436]","목3,4[352-0436]",,,자연
585,기초교양,화학실험1,가좌캠퍼스,1.0,"화8,9[352-0436]","화8,9[352-0436]",,,자연
586,기초교양,화학실험1,가좌캠퍼스,1.0,"목1,2[352-0343]","목1,2[352-0343]",,,자연
587,기초교양,화학실험1,가좌캠퍼스,1.0,"목3,4[352-0343]","목3,4[352-0343]",,,자연
588,기초교양,화학실험1,가좌캠퍼스,1.0,"월6,7[352-0343]","월6,7[352-0343]",,,자연
589,기초교양,화학실험1,가좌캠퍼스,1.0,"수1,2[352-0343]","수1,2[352-0343]",,,자연
590,기초교양,화학실험1,가좌캠퍼스,1.0,"수3,4[352-0436]","수3,4[352-0436]",,,자연
591,기초교양,화학실험1,가좌캠퍼스,1.0,"수3,4[352-0343]","수3,4[352-0343]",,,자연
592,기초교양,화학실험1,가좌캠퍼스,1.0,"수1,2[352-0436]","수1,2[352-0436]",,,자연
593,기초교양,화학실험1,가좌캠퍼스,1.0,"목8,9[352-0343]","목8,9[352-0343]",,,자연
594,기초교양,화학실험1,가좌캠퍼스,1.0,"금3,4[352-0343]","금3,4[352-0343]",,,자연
595,기초교양,화학실험1,가좌캠퍼스,1.0,"금6,7[352-0436]","금6,7[352-0436]",,,자연
596,기초교양,화학실험1,가좌캠퍼스,1.0,"수6,7[352-0436]","수6,7[352-0436]",,,자연
597,기초교양,화학실험1,가좌캠퍼스,1.0,"목6,7[352-0436]","목6,7[352-0436]",,,자연
598,기초교양,화학실험1,가좌캠퍼스,1.0,"목8,9[352-0436]","목8,9[352-0436]",,,자연
599,기초교양,화학실험1,가좌캠퍼스,1.0,"월8,9[352-0343]","월8,9[352-0343]",,,자연
600,기초교양,화학실험1,가좌캠퍼스,1.0,"월8,9[352-0436]","월8,9[352-0436]",,,자연
601,기초교양,화학실험1,가좌캠퍼스,1.0,"월6,7[352-0436]","월6,7[352-0436]",,,자연
602,기초교양,화학실험1,가좌캠퍼스,1.0,"목6,7[352-0343]","목6,7[352-0343]",,,자연
603,기초교양,화학실험1,가좌캠퍼스,1.0,"화3,4[352-0343]","화3,4[352-0343]",,,자연
604,기초교양,화학실험1,가좌캠퍼스,1.0,"화3,4[352-0436]","화3,4[352-0436]",,,자연
605,기초교양,화학실험1,가좌캠퍼스,1.0,"화1,2[352-0343]","화1,2[352-0343]",,,자연
606,기초교양,화학실험1,가좌캠퍼스,1.0,"화1,2[352-0436]","화1,2[352-0436]",,,자연
607,기초교양,화학실험1,가좌캠퍼스,1.0,"화8,9[352-0343]","화8,9[352-0343]",,,자연
608,기초교양,화학실험1,가좌캠퍼스,1.0,"화6,7[352-0436]","화6,7[352-0436]",,,자연
610,기초교양,기본물리학,가좌캠퍼스,2.0,"수1,2[024-0125]","수1,2[024-0125]",,,자연
611,기초교양,기본물리학,가좌캠퍼스,2.0,"목8,9[024-0175]","목8,9[024-0175]",,,자연
614,기초교양,기본수학,가좌캠퍼스,2.0,"월1,2[024-0156]","월1,2[024-0156]",,,자연
615,기초교양,기본수학,가좌캠퍼스,2.0,"목8,9[024-0156]","목8,9[024-0156]",,,자연
618,기초교양,기본화학,가좌캠퍼스,2.0,"화8,9[024-0158]","화8,9[024-0158]",,,자연
619,기초교양,기본화학,가좌캠퍼스,2.0,"금1,2[024-0158]","금1,2[024-0158]",,,자연
621,기초교양,컴퓨터프로그래밍실습,가좌캠퍼스,1.0,월4[102-0204],월4[102-0204],,,자연
622,기초교양,컴퓨터프로그래밍실습,가좌캠퍼스,1.0,화4[451-0210],화4[451-0210],,,자연
623,기초교양,컴퓨터프로그래밍실습,가좌캠퍼스,1.0,월4[451-0210],월4[451-0210],,,자연
624,기초교양,컴퓨터프로그래밍실습,가좌캠퍼스,1.0,목6[451-0210],목6[451-0210],,,자연
625,기초교양,컴퓨터프로그래밍실습,가좌캠퍼스,1.0,수4[451-0210],수4[451-0210],,,자연
626,기초교양,공학프로그래밍언어,가좌캠퍼스,3.0,"목1,2,3[404-0209]","목1,2,3[404-0209]",,,자연
627,기초교양,공학프로그래밍언어,가좌캠퍼스,3.0,"월5[405-0209],수6,7[405-0209]",월5[405-0209],"수6,7[405-0209]",,자연
628,기초교양,공학프로그래밍언어,가좌캠퍼스,3.0,"금5,6,7[404-0209]","금5,6,7[404-0209]",,,자연
629,기초교양,공학프로그래밍언어,가좌캠퍼스,3.0,"금1,2,3[405-0413]","금1,2,3[405-0413]",,,자연
630,기초교양,공학프로그래밍언어,가좌캠퍼스,3.0,"월5,6,7[405-0413]","월5,6,7[405-0413]",,,자연
633,기초교양,공학프로그래밍언어,가좌캠퍼스,3.0,"월5[404-0209],수6,7[404-0209]",월5[404-0209],"수6,7[404-0209]",,자연
634,기초교양,공학프로그래밍언어,가좌캠퍼스,3.0,"화1,2,3[407-0414]","화1,2,3[407-0414]",,,자연
635,기초교양,기초통계학,가좌캠퍼스,3.0,"화1,2[352-0111],목3[352-0111]","화1,2[352-0111]",목3[352-0111],,자연
636,기초교양,기초통계학,가좌캠퍼스,3.0,"화1,2[354-0504],목3[354-0504]","화1,2[354-0504]",목3[354-0504],,자연
637,기초교양,기초통계학,가좌캠퍼스,3.0,"화5[456-0302],목6,7[456-0302]",화5[456-0302],"목6,7[456-0302]",,자연
638,기초교양,기초통계학,가좌캠퍼스,3.0,"수1,2[459-0310],금3[459-0310]","수1,2[459-0310]",금3[459-0310],,자연
640,기초교양,기초통계학,가좌캠퍼스,3.0,"화1,2[354-0325],목3[354-0325]","화1,2[354-0325]",목3[354-0325],,자연
641,기초교양,기초통계학실습,가좌캠퍼스,1.0,화3[302-0104],화3[302-0104],,,자연
642,기초교양,기초통계학실습,가좌캠퍼스,1.0,목4[302-0104],목4[302-0104],,,자연
643,기초교양,기초통계학실습,가좌캠퍼스,1.0,화4[302-0104],화4[302-0104],,,자연
644,기초교양,기초통계학실습,가좌캠퍼스,1.0,목3[302-0104],목3[302-0104],,,자연
645,기초교양,기초통계학실습,가좌캠퍼스,1.0,목8[302-0104],목8[302-0104],,,자연
646,기초교양,기초통계학실습,가좌캠퍼스,1.0,수8[029-0102],수8[029-0102],,,자연
647,기초교양,기초통계학실습,가좌캠퍼스,1.0,수9[029-0102],수9[029-0102],,,자연
648,기초교양,기초통계학실습,가좌캠퍼스,1.0,화8[302-0104],화8[302-0104],,,자연
650,기초교양,기초통계학실습,가좌캠퍼스,1.0,화9[302-0104],화9[302-0104],,,자연
653,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"월6,7[303-0312]","월6,7[303-0312]",,,영어
654,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"월3,4[303-0312]","월3,4[303-0312]",,,영어
655,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"화1,2[303-0311]","화1,2[303-0311]",,,영어
656,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"화8,9[303-0312]","화8,9[303-0312]",,,영어
657,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"수1,2[303-0312]","수1,2[303-0312]",,,영어
658,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"수3,4[303-0312]","수3,4[303-0312]",,,영어
659,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"수6,7[303-0312]","수6,7[303-0312]",,,영어
660,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"목1,2[303-0312]","목1,2[303-0312]",,,영어
661,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"화3,4[303-0312]","화3,4[303-0312]",,,영어
662,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"목6,7[303-0312]","목6,7[303-0312]",,,영어
663,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"목8,9[303-0312]","목8,9[303-0312]",,,영어
664,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"금1,2[303-0312]","금1,2[303-0312]",,,영어
665,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"목1,2[303-0311]","목1,2[303-0311]",,,영어
666,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"목3,4[303-0311]","목3,4[303-0311]",,,영어
667,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"금3,4[303-0312]","금3,4[303-0312]",,,영어
670,핵심교양,영어읽기와토론,가좌캠퍼스,2.0,"화6,7[303-0312]","화6,7[303-0312]",,,영어
672,핵심교양,글로벌비지니스영어,가좌캠퍼스,2.0,"월1,2[029-0406]","월1,2[029-0406]",,,영어
673,핵심교양,글로벌비지니스영어,가좌캠퍼스,2.0,"화1,2[029-0406]","화1,2[029-0406]",,,영어
674,핵심교양,글로벌비지니스영어,가좌캠퍼스,2.0,"월3,4[029-0406]","월3,4[029-0406]",,,영어
675,핵심교양,글로벌비지니스영어,가좌캠퍼스,2.0,"목1,2[029-0406]","목1,2[029-0406]",,,영어
676,핵심교양,글로벌비지니스영어,가좌캠퍼스,2.0,"화6,7[029-0406]","화6,7[029-0406]",,,영어
677,핵심교양,글로벌비지니스영어,가좌캠퍼스,2.0,"목6,7[029-0406]","목6,7[029-0406]",,,영어
678,핵심교양,글로벌비지니스영어,가좌캠퍼스,2.0,"월8,9[029-0406]","월8,9[029-0406]",,,영어
679,핵심교양,글로벌비지니스영어,가좌캠퍼스,2.0,"화8,9[029-0406]","화8,9[029-0406]",,,영어
687,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"월1,2[029-0301]","월1,2[029-0301]",,,영어
688,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"월1,2[029-0303]","월1,2[029-0303]",,,영어
689,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"월1,2[029-0304]","월1,2[029-0304]",,,영어
690,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"수1,2[029-0306]","수1,2[029-0306]",,,영어
691,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"화1,2[029-0301]","화1,2[029-0301]",,,영어
692,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"화1,2[029-0303]","화1,2[029-0303]",,,영어
693,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"화1,2[029-0304]","화1,2[029-0304]",,,영어
694,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"수1,2[029-0303]","수1,2[029-0303]",,,영어
695,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"수1,2[029-0304]","수1,2[029-0304]",,,영어
696,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"목1,2[029-0301]","목1,2[029-0301]",,,영어
697,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"목1,2[029-0303]","목1,2[029-0303]",,,영어
698,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"월6,7[029-0306]","월6,7[029-0306]",,,영어
699,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"화1,2[029-0306]","화1,2[029-0306]",,,영어
700,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"수3,4[029-0304]","수3,4[029-0304]",,,영어
701,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"목1,2[029-0304]","목1,2[029-0304]",,,영어
702,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"월6,7[029-0301]","월6,7[029-0301]",,,영어
703,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"수6,7[029-0306]","수6,7[029-0306]",,,영어
704,핵심교양,미디어영어읽기와쓰기,가좌캠퍼스,2.0,"목8,9[029-0406]","목8,9[029-0406]",,,영어
